Job ID,Title,Company,Location,Category,Subcategory,Function,Type,Level,Min Salary,Max Salary,Salary Negotiation,Min Experience,Max Experience,Fresh Graduate,SMA/SMK/STM,Diploma/D1/D2/D3,Sarjana/S1,Master/S2,Doctor/S3,Posted Date,Description,Skill_Set,Link
15777473,Kepala Unit Tata Kelola Penyimpanan Aset Keuangan Digital,Indonesia Global Grup,Jakarta Selatan,Perbankan / Jasa Finansial,Investasi & Perencanaan Keuangan,Investasi & Perencanaan Keuangan,Full Time,Manager / Assistant Manager,6000000,7000000,0,3,10,0,0,0,1,0,0,2025-07-08 16:13:00,"Indonesia Global Group merupakan grup perusahaan yang berfokus pada pengembangan dan pengelolaan infrastruktur pasar untuk Ekosistem Aset Keuangan Digital, termasuk aset kripto, di Indonesia
Kami membutuhkan seorang Kepala Unit Tata Kelola Penyimpanan Aset Keuangan Digital di (IGD) yang bertanggung jawab atas perumusan, penerapan, dan pengawasan kebijakan, prosedur, dan standar terkait pengelolaan dan penyimpanan aset keuangan digital, termasuk aset kripto. Unit ini memastikan keamanan, integritas, dan ketersediaan aset digital, serta mematuhi regulasi yang berlaku.

Tanggung Jawab Pekerjaan :
- Menyusun & mengavluasi kebijakan internal terkait tata kelola dan penyimpanan aset digital seperti cryptocurrency, token, e-wallet, dan aset digital lainnya.
- Menjamin kepatuhan terhadap regulasi nasional (OJK, BI, Bappebti) maupun standar internasional (ISO, FATF).
- Menetapkan dan mengelola sistem penyimpanan aset digital (cold wallet, hot wallet, digital vault).
- Berkoordinasi dengan tim TI dan keamanan siber untuk penerapan enkripsi, otentikasi multi-faktor, dan backup data.
- Mengatur hak akses pengguna terhadap aset digital berdasarkan peran dan tanggung jawabnya.
- Memverifikasi setiap transaksi atau perpindahan aset.
- Menyusun laporan periodik untuk manajemen dan otoritas terkait.
- Mengelola dokumentasi dan pelaporan untuk kepentingan audit internal maupun eksternal.

Keahlian :
- Pengetahuan mendalam tentang aset digital, termasuk teknologi blockchain, mata uang kripto, dan smart contract.
- Pemahaman yang kuat tentang keamanan siber dan manajemen risiko.
- Kemampuan analisis dan pemecahan masalah.
- Keterampilan komunikasi dan interpersonal yang baik.
- Kemampuan untuk bekerja secara mandiri dan sebagai bagian dari tim.
- Keterampilan manajemen proyek.
- Pemahaman tentang regulasi terkait aset digital.

Kualifikasi :
- Minimal Strata 1 Jurusan Hukum atau jurusan lain yang relevan.
- Memiliki pengalaman kerja min. 4 tahun pada fungsi Hukum.

Waktu Bekerja :
Jam 08.00 s/d 17.00 Senin - Jumat

Tunjangan :
BPJS Kesehatan, BPJS Ketenagakerjaan.","['Depth Knowledge', 'Digital Assets', 'Blockchain Technology', 'Crypto Currencies', 'Smart Contracts', 'Strong Understanding', 'Cyber Security', 'Risk Management', 'Analysis Problem Solving Skills', 'Good Communication', 'Interpersonal Skills', 'Ability', 'Team', 'Project Management Skills', 'Understanding', 'Regulations', 'Digital Assets']",https://www.loker.id/perbankan-jasa-finansial/perencanaan-keuangan/kepala-unit-tata-kelola-penyimpanan-aset-keuangan-digital-indonesia-global-grup-jakarta-selatan.html
15777436,Legal & Compliance Specialist,Indonesia Global Grup,Jakarta Selatan,Hukum,Legal Staff,Compliance Officer,Full Time,Manager / Assistant Manager,6000000,7000000,0,3,10,0,0,0,1,0,0,2025-07-08 16:10:00,"Indonesia Global Group merupakan grup perusahaan yang berfokus pada pengembangan dan pengelolaan infrastruktur pasar untuk Ekosistem Aset Keuangan Digital, termasuk aset kripto, di Indonesia
Kami membutuhkan seorang Legal & Compliance Specialist di (IGD) yang bertanggung jawab untuk untuk memastikan bahwa suatu organisasi atau perusahaan mematuhi semua hukum, peraturan, dan kebijakan yang berlaku. Mereka berperan penting dalam menjaga legalitas dan integritas operasional organisasi dengan mengawasi kepatuhan di berbagai bidang, seperti lingkungan kerja, produksi, keuangan, dan pemasaran.

Tanggung Jawab Pekerjaan :
- Mengelola seluruh aspek hukum perusahaan, termasuk menyusun dan meninjau kontrak.
- Memastikan kepatuhan terhadap regulasi industri.
- Memberikan nasihat hukum strategis kepada manajemen.
- Mengelola resiko hukum.
- Menangani litigasi dan sengketa, serta melindungi kepentingan hukum perusahaan dalam semua operasi dan transaksi bisnis.
- Memastikan implementasi APU PTT PPPSPM terlaksana sesuai dengan aturan yang berlaku.

Keahlian :
- Memiliki kemampuan komunikasi & interpersonal skills yang baik.
- Memiliki kemampuan analitik, problem solving & berorientasi pada detail.
- Memiliki Pengetahuan dan pemahaman mendalamtentang hukum korporasi, regulasi penyelanggaraan perdagangan asset keuangan digital termasuk Aset Kripto dan lembaga kliring.

Kualifikasi :
- Minimal Strata 1 Jurusan Hukum atau jurusan lain yang relevan.
- Memiliki pengalaman kerja min. 4 tahun pada fungsi Hukum.

Waktu Bekerja :
Jam 08.00 s/d 17.00 Senin - Jumat

Tunjangan :
BPJS Kesehatan, BPJS Ketenagakerjaan.","['Interpersonal Skills', 'Analytical Abilities', 'Knowledge', 'Deep Understanding', 'Corporate Law', 'Regulations', 'Regulation', 'Trade', 'Digital Financial Assets', 'Crypto Assets', 'Clearing Institutions']",https://www.loker.id/hukum-keamanan/legal-staff/legal-compliance-specialist-indonesia-global-grup-jakarta-selatan.html
10664420,Ballet Teacher / Instructor,Dance Station,Jakarta Selatan,"Seni, Media, & Kreatif",Seni Pertunjukan,Guru Tari,Freelance,Junior / Entry Level,6000000,7000000,0,3,,0,1,1,1,0,0,2025-07-08 16:09:00,"Di Dance Station, kami berkomitmen untuk memberikan pendidikan Dance/ Seni Tari berkualitas tinggi kepada para siswa kami. Kami mencari seorang Guru / Pelatih Ballet yang berbakat dan berpengalaman untuk bergabung dengan tim kami dan membantu siswa kami berkembang dalam seni tari Ballet.

Tanggung Jawab Pekerjaan :
- Merancang dan memberikan pelajaran balet berkualitas tinggi kepada siswa dari berbagai tingkat usia dan kemampuan.
- Melacak kemajuan siswa secara individu dan memberikan umpan balik yang konstruktif untuk membantu mereka tumbuh dalam keterampilan balet mereka.
- Mempersiapkan kurikulum balet yang efektif dan bahan pelajaran yang relevan untuk kelas-kelas Anda.
- Bekerja sama dengan instruktur dan staf lainnya untuk mengkoordinasikan pertunjukan balet, ujian, dan acara lainnya.
- Memotivasi siswa untuk mengembangkan hasrat mereka dalam balet dan membantu mereka memahami estetika tari.

Keahlian :
- Pemahaman dan skill yang kuat tentang teknik balet klasik.
- Kemampuan berkomunikasi dengan baik dengan siswa dari berbagai usia.
- Kesabaran dan kemampuan untuk memberikan instruksi yang jelas dan penuh semangat.
- Kemampuan berbahasa Inggris (meskipun tidak wajib, ini adalah nilai tambah).

Kualifikasi :
- Pengalaman dalam pertunjukan balet atau koreografi.
- Sertifikasi atau pelatihan dalam pengajaran balet.
- Dapat mengajar di weekdays, terutama jam 14.00-15.00, di daerah Jabodetabek.
- Dapat mengajar dan berpengalaman coaching anak-anak mulai dari umur TK dan SD.

Waktu Bekerja :
weekdays 14.00 -15.00","['Strong Understanding', 'Skills', 'Classical Ballet Techniques', 'Ability', 'Students', 'Ages', 'Patience', 'Ability', 'Clear Enthusiastic Instructions', 'Added Value']",https://www.loker.id/seni-multimedia-komunikasi/seni-pertunjukan/ballet-teacher-instructor-dance-station-jakarta-selatan.html
15777420,Quality Control Furniture,Confidential Company,Sukoharjo,Pabrik dan Manufaktur,Mutu Manufaktur (QC/QA),Quality Control,Contract,Staff / Officer,2000000,3000000,0,3,5,0,1,1,0,0,0,2025-07-08 16:07:00,"Kami adalah perusahaan yang bergerak di bidang perdagangan furniture dan sedang mencari Quality Control (QC) yang teliti, berpengalaman, dan memiliki pengetahuan teknis mengenai bahan serta proses produksi furniture.
Sebagai QC Furniture, Anda akan bertanggung jawab memastikan produk yang dikirim oleh suplier telah memenuhi standar kualitas perusahaan, penempatan  di Solo

Tanggung Jawab Pekerjaan :
- Melakukan inspeksi dan pengecekan barang dari suplier
- Memastikan spesifikasi produk sesuai dengan pesanan dan standar kualitas
- Melaporkan hasil inspeksi secara akurat dan tepat waktu
- Berkoordinasi dengan tim internal dan vendor jika ditemukan ketidaksesuaian

Keahlian :
- Mengerti tentang kayu
- Konstruksi furniture dan finishing furniture

Kualifikasi :
- Berpengalaman sebagai quality control furniture selama minimal 3 tahun","['Wood', 'Furniture Construction', 'Furniture']",https://www.loker.id/pabrik-dan-manufaktur/quality-control-pabrik-dan-manufaktur/quality-control-furniture-confidential-company-sukoharjo.html
15777359,Chef,Poy'S Kitchen,Jakarta Selatan,Restaurant,Koki / Chef,Chef,Full Time,Staff / Officer,2000000,3000000,0,1,5,0,1,1,1,0,0,2025-07-08 15:58:00,"Poy’s Kitchen mencari Chef Penuh Waktu yang berdedikasi, cekatan, dan passionate untuk bergabung dalam tim kami. Jika kamu mencintai dunia kuliner dan ingin menciptakan pengalaman rasa terbaik untuk pelanggan, maka kamu yang kami cari!

Tanggung Jawab Pekerjaan :
•⁠  ⁠Menjalankan operasional dapur harian dari awal sampai akhir (prep – masak – packaging – closing)
•⁠  ⁠⁠Menyelesaikan setiap pesanan TANPA miss order
•⁠  ⁠⁠Melakukan food preparation dengan presisi dan efisiensi, untuk menghindari pemborosan bahan
•⁠  ⁠⁠Memastikan waktu masak sesuai target & ritme order
•⁠  ⁠⁠Menjaga kebersihan dapur & standar kualitas makanan
•⁠  ⁠⁠Bekerja sama dengan tim untuk memenuhi order harian
•⁠  ⁠⁠Membuat stock opname setiap minggunya

Keahlian :
•⁠  ⁠⁠Berpengalaman membuat minuman
•⁠  ⁠⁠Berpengalaman dalam mengoperasikan Gofood/Grabfood/Shopeefood
•⁠  ⁠⁠Bisa kerja tim & komunikatif

Kualifikasi :
•⁠  ⁠⁠Pendidikan minimal SMK atau Sederajat (Tata Boga/Kuliner/Perhotelan)
•⁠  ⁠⁠Siap kerja full-time di area Jakarta Selatan
•⁠  ⁠⁠Diutamakan yang bisa mulai kerja segera
•⁠  ⁠Berpengalaman minimal 1 tahun di dapur komersial (lebih disukai yang familiar dengan menu rice bowl, mentai, atau Japanese fusion)

Waktu Bekerja :
Jam 10.00 - 19.00, Senin - Jumat

Tunjangan :
Uang makan & transport diluar gaji pokok

Insentif :
Uang lembur","['Drinks', 'Gofoodgrabfoodshopeefood']",https://www.loker.id/restaurant/koki/chef-poys-kitchen-jakarta-selatan.html
15777182,Dokter Umum,Klinik Unihealth,Kabupaten Tangerang,Kesehatan & Medis,Dokter Umum,Dokter Umum,Full Time,Staff / Officer,,,1,1,2,0,0,0,1,1,0,2025-07-08 15:55:00,"Unihealth adalah Klinik Pratama modern yang berfokus pada layanan kesehatan preventif, kesinambungan pasien, dan praktik medis berbasis bukti. Kami percaya bahwa peran dokter bukan hanya mengobati penyakit — tetapi membimbing pasien untuk hidup sehat dalam jangka panjang.
Sebagai Dokter Umum di Unihealth, Anda tidak hanya akan menjadi dokter pemberi resep — tapi juga mitra kesehatan jangka panjang bagi pasien. Anda akan memberikan konsultasi yang empatik, membantu pasien memantau kesehatannya dari waktu ke waktu, dan menggunakan penilaian medis yang cerdas dan berbasis ilmu.

Tanggung Jawab Pekerjaan :
• Melakukan konsultasi harian (terjadwal & walk-in) untuk pasien dewasa dan keluarga
• Memberikan diagnosis & penanganan berbasis bukti sesuai standar Unihealth
• Fokus pada upaya preventif — edukasi skrining kesehatan, vaksinasi, dan gaya hidup sehat
• Membangun dan menjaga hubungan jangka panjang dengan pasien tetap
• Bekerja sama dengan perawat dan mitra laboratorium rujukan (Prodia, Biotest)
• Mencatat temuan medis secara lengkap (baik digital maupun manual)
• Berpartisipasi dalam peningkatan alur pasien, SOP, dan audit mutu medis

Keahlian :
• Memiliki growth mindset dan semangat belajar tinggi
• Bisa berbahasa Mandarin adalah nilai tambah!

Kualifikasi :
• Dokter Umum dengan STR & SIP aktif
• Lulusan dari universitas terkemuka","['Growth Mindset', 'High Learning Spirit', 'Mandarin', 'Added Value']",https://www.loker.id/kesehatan-dan-kedokteran/dokter-umum/dokter-umum-klinik-unihealth-kabupaten-tangerang.html
15777201,Psikolog,Klinik Unihealth,Kabupaten Tangerang,Kesehatan & Medis,Psikologi dan Konseling,Psikologi dan Konseling,Part Time,Junior / Entry Level,,,1,1,2,1,0,0,0,1,0,2025-07-08 15:55:00,"UniMind is the mental health division of UniHealth, providing stigma-free and compassionate mental health services. We are seeking a dedicated Clinical Psychologist who thrives in a collaborative environment and is passionate about supporting diverse client needs through offline and online therapy sessions. This role offers flexibility, growth, and the chance to contribute to a modern, inclusive mental health space.

Tanggung Jawab Pekerjaan :
1. Provide professional psychological assessment and therapy to clients across various mental health concerns
2. Conduct both in-person sessions at the Jakarta clinic and online telehealth consultations from home
3. Maintain accurate and confidential clinical documentation
4. Collaborate with fellow clinicians and participate in team discussions
5. Communicate effectively and compassionately with clients of all backgrounds
6. Contribute to creating a safe, inclusive, and empowering therapeutic environment

Keahlian :
1. Psychological assessment and diagnostic expertise
2. Counseling and psychotherapy techniques
3. Experience with telehealth platforms and virtual communication tools
4. Clinical case documentation and report writing
5. Strong interpersonal and communication abilities

Kualifikasi :
1. Master's Degree in Clinical Psychology from an accredited institution
2. Holds or in the process of obtaining a Clinical Psychologist (Psikolog Klinis) license
3. Fluent in Bahasa Indonesia; proficiency in English or Mandarin is a plus
4. High emotional intelligence, open-mindedness, and non-judgmental attitude
5. Comfortable working with a diverse range of client issues","['Psychological Assessment', 'Diagnostic Expertise', 'Counseling Psychotherapy Techniques', 'Experience', 'Telehealth Platforms', 'Virtual Communication Tools', 'Clinical Case Documentation', 'Report Writing', 'Strong Interpersonal Communication Abilities']",https://www.loker.id/kesehatan-dan-kedokteran/psikologi-dan-konseling/psikolog-klinik-unihealth-kabupaten-tangerang.html
15777302,Hukum & Kepatuhan Lead Specialist,Indonesia Global Grup,Jakarta Selatan,Hukum,Legal Staff,Legal Staff,Full Time,Manager / Assistant Manager,8000000,9000000,0,6,10,0,0,0,1,0,0,2025-07-08 15:53:00,"Indonesia Global Group merupakan grup perusahaan yang berfokus pada pengembangan dan pengelolaan infrastruktur pasar untuk Ekosistem Aset Keuangan Digital, termasuk aset kripto, di Indonesia
Kami membutuhkan seorang Hukum & Kepatuhan Lead Specialist di (IGD) yang bertanggung jawab untuk memastikan bahwa organisasi mematuhi semua hukum, peraturan, dan kebijakan yang berlaku, baik internal maupun eksternal. Mereka mengembangkan dan menerapkan program kepatuhan, memberikan pelatihan, melakukan audit, dan memberikan saran kepada manajemen mengenai masalah kepatuhan.

Tanggung Jawab Pekerjaan :
- Mengelola seluruh aspek hukum perusahaan, termasuk menyusun dan meninjau kontrak, memastikan kepatuhan terhadap regulasi industri.
- Memberikan nasihat hukum strategis kepada manajemen.
- Mengelola resiko hukum, menangani litigasi dan sengketa.
- Melindungi kepentingan hukum perusahaan dalam semua operasi dan transaksi bisnis.
- Memastikan implementasi APU PTT PPPSPM terlaksana sesuai dengan aturan yang berlaku.

Keahlian :
- Memiliki kemampuan komunikasi & interpersonal skills yang baik.
- Memiliki kemampuan analitik, problem solving & berorientasi pada detail.
- Memiliki kemampuan leadership, coaching & mentoring tim yang baik.
- Memiliki Pengetahuan dan pemahaman mendalamtentang hukum korporasi, regulasi penyelanggaraan perdagangan asset keuangan digital termasuk Aset Kripto dan lembaga kliring.

Kualifikasi :
- Minimal Strata 1 Jurusan Hukum atau jurusan lain yang relevan.
- Memiliki pengalaman kerja min. 6 tahun pada fungsi Hukum.

Waktu Bekerja :
Jam 08.00 s/d 17.00 Senin - Jumat
Tunjangan :
BPJS Kesehatan, BPJS Ketenagakerjaan.","['Interpersonal Skills', 'Analytical Abilities', 'Good Leadership', 'Coaching', 'Mentoring Capabilities', 'Knowledge', 'Deep Understanding', 'Corporate Law', 'Regulations', 'Regulation', 'Trade', 'Digital Financial Assets', 'Crypto Assets', 'Clearing Institutions']",https://www.loker.id/hukum-keamanan/legal-staff/hukum-kepatuhan-lead-specialist-indonesia-global-grup-jakarta-selatan.html
15777358,Finance AR / AP,Babyzania.Com,Jakarta Utara,Akuntansi,Akuntansi Finansial,Staff Finance,Full Time,Staff / Officer,3000000,4000000,0,1,5,0,0,1,1,0,0,2025-07-08 15:52:00,"Babyzania, perusahaan e-commerce yang menjual produk bayi dan perlengkapan rumah tangga, mencari kandidat berpengalaman untuk posisi Finance AR / AP yang akan menangani aktivitas keuangan terkait marketplace. Posisi ini berlokasi di kantor kami di Kelapa Gading, Jakarta.

Tanggung Jawab Pekerjaan :
- Melakukan rekonsiliasi dan audit transaksi pembayaran dari berbagai marketplace (Shopee, Tokopedia,  TIktok, Lazada, dll)
- Mengajukan klaim ke 3PL/logistik apabila terdapat order yang tidak terkirim atau bermasalah
- Mengelola pengajuan produk kampanye atau promosi ke platform marketplace
- Mengatur dan memonitor performa iklan di marketplace (ads management)
- Berkoordinasi dengan tim internal dan pihak marketplace untuk menyelesaikan isu yang berkaitan dengan pembayaran dan promosi

Keahlian :
- Menguasai Microsoft Excel tingkat lanjut (vlookup, pivot, filtering, dsb.)
- Memahami alur transaksi keuangan dan sistem marketplace
- Terbiasa menggunakan dashboard seller center berbagai marketplace

Kualifikasi :
- Pengalaman kerja minimal 2-3 tahun di bidang keuangan marketplace
- Pernah menangani AR/AP khususnya di e-commerce atau retail online
- Pendidikan minimal Diploma
- Bersedia bekerja full-time di area Kelapa Gading, Jakarta

Waktu Bekerja :
Jam 8 s/d 17. Senin - Jumat","['Microsoft Excel Advanced Vlookup', 'Pivot', 'Filtering', 'Flow', 'Financial Transactions', 'Marketplace Systems', 'Dashboard Seller Center', 'Marketplaces']",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/finance-ar-ap-babyzania-com-jakarta-utara.html
15777323,Admin Gudang Inbound,Babyzania.Com,Jakarta Utara,Transportasi & Logistik,Warehouse,Admin Gudang,Full Time,Staff / Officer,3000000,4000000,0,1,5,0,0,1,1,0,0,2025-07-08 15:50:00,"Babyzania, sebuah perusahaan e-commerce yang menjual produk bayi dan kebutuhan rumah tangga, membuka lowongan untuk posisi Admin Warehouse / Gudang Inbound. Kandidat akan ditempatkan di gudang kami yang berlokasi di Kelapa Gading, Jakarta.

Tanggung Jawab Pekerjaan :
- Menerima barang masuk dari supplier
- Memeriksa dan menghitung jumlah fisik produk yang datang
- Mencatat hasil penerimaan di sistem komputer
- Melakukan pelaporan jika ada ketidaksesuaian barang

Keahlian :
- Mampu mengoperasikan komputer (terutama Microsoft Excel)
- Teliti dan memiliki ketelitian tinggi dalam menghitung
- Memahami proses penerimaan barang di gudang
- Memahami sistem WMS (Warehouse Management System)

Kualifikasi :
- Berdomisili di sekitar Kelapa Gading
- Berpengalaman bekerja di bagian gudang/inbound minimal 1 tahun
- Pendidikan minimal Diploma

Waktu Bekerja :
8 s/d 17, Senin - Jumat","['Computers', 'Especially Microsoft Excel', 'High Accuracy', 'Process', 'Goods', 'Warehouse', 'Wms Warehouse Management System System']",https://www.loker.id/transportation-logistics/warehouse/admin-gudang-inbound-babyzania-com-jakarta-utara.html
15777335,Implementation Sales,Marstech Global,Madiun,IT / Information Technology,Penjualan & Konsultan IT,Sales Consultant,Contract,Staff / Officer,,,1,1,2,1,1,1,1,0,0,2025-07-08 15:43:00,"Sebagai Implementation Sales di Marstech, Anda akan menjadi jembatan antara kebutuhan bisnis klien dan solusi aplikasi kami. Anda bertanggung jawab untuk mengidentifikasi prospek, menjual nilai dari aplikasi kami, serta memastikan proses implementasi awal berjalan lancar untuk kepuasan klien.

Tanggung Jawab Pekerjaan :
- Mengidentifikasi calon klien, melakukan presentasi produk aplikasi akuntansi, menegosiasikan kesepakatan, dan menutup penjualan.
- Berinteraksi dengan calon klien untuk memahami secara mendalam proses bisnis, tantangan, dan kebutuhan spesifik mereka terkait akuntansi dan keuangan.
- Melakukan demo aplikasi yang disesuaikan dengan kebutuhan spesifik calon klien, menyoroti bagaimana Marstech dapat menjadi solusi.
- Menyiapkan proposal penawaran yang detail, termasuk ruang lingkup proyek, jadwal, dan estimasi biaya, serta membantu dalam proses kontrak.
- Membangun dan menjaga hubungan baik dengan klien
- Memberikan pelatihan dasar awal kepada klien tentang penggunaan aplikasi setelah implementasi selesai, sebelum diserahkan sepenuhnya ke tim support.
- Melaporkan aktivitas penjualan, pipeline, dan proyeksi penjualan secara teratur kepada manajemen.

Keahlian :
- Memiliki Keterampilan di bidang IT (diutamakan)
- Memiliki pemahaman menggunakan Microsoft Office
- Bisa menggunakan Kendaraan bermotor
- Berdedikasi, Disiplin, berkelakuan baik dan bertanggung jawab

Kualifikasi :
- Pendidikan minimal  SMA/SMK Sederajat
- Mampu bekerja di dalam tim/individu
- Mempunyai SIM C
- Domisili Karesidenan Madiun

Waktu Bekerja :
Jam 8 s/d 17, Senin - Sabtu

Tunjangan :
Uang makan, transport, BPJS Kesehatan","['Skills', 'Field', 'Understanding', 'Microsoft Office', 'Motorized Vehicle', 'Dedicated Disciplined Good Responsible Behavior']",https://www.loker.id/information-technology/penjualan-konsultan-it/implementation-sales-marstech-global-madiun.html
15777265,Cook,Burger Bangor Group,Tangerang,Restaurant,Koki / Chef,Koki / Chef,Full Time,Junior / Entry Level,2000000,3000000,0,1,2,1,1,0,0,0,0,2025-07-08 15:39:00,"Burger Bangor Group membuka kesempatan bagi individu yang antusias di dunia kuliner untuk bergabung sebagai Cook. Posisi ini bertanggung jawab dalam menyiapkan makanan sesuai standar perusahaan, menjaga kebersihan dapur, dan memastikan kualitas pelayanan kepada pelanggan tetap terjaga. Lingkungan kerja yang dinamis dan penuh semangat menanti Anda.

Tanggung Jawab Pekerjaan :
1. Melakukan pengecekan dan pelaporan ketersediaan bahan baku di dapur
2. Menyimpan bahan makanan sesuai standar suhu dan tempat penyimpanan
3. Memasak menu sesuai SOP termasuk pengaturan tingkat kematangan dan bumbu
4. Membersihkan peralatan masak dan area kerja sebelum, selama, dan setelah operasional
5. Mengikuti briefing dan instruksi dari Head Cook atau Outlet Manager

Keahlian :
1. Menguasai teknik dasar memasak
2. Memahami kebersihan dan sanitasi dapur
3. Mampu bekerja sesuai SOP dapur restoran
4. Mampu menggunakan alat masak seperti grill dan fry pan

Kualifikasi :
1. Memiliki pengalaman lebih disukai
2. Bersedia ditempatkan di Kota Tangerang

Waktu Bekerja :
Jam 9.00 s/d 17.00 Senin - Sabtu","['Basic Cooking Techniques', 'Cleanliness', 'Sanitation', 'Kitchen', 'Restaurant Kitchen Soup', 'Cooking Utensils', 'Fry Pan']",https://www.loker.id/restaurant/koki/cook-burger-bangor-group-tangerang.html
15777262,Marketing,Lalalamp,Denpasar,Marketing / Pemasaran,Komunikasi Pemasaran,Marketing Communication,Full Time,Staff / Officer,3000000,4000000,0,1,5,0,1,1,1,0,0,2025-07-08 15:38:00,"LALALAMP INDONESIA Merupakan perusahaan yang bergerak di bidang penjualan lampu hias interior/eksterior impor yang sedang membutuhkan Staff Admin Marketing yang akan bertugas mengurus aktifitas pengenalan dan penjualan produk Lalalamp ke klien.

Tanggung Jawab Pekerjaan :
- Membantu tim marketing dalam pengelolaan data pelanggan dan prospek penjualan
- Mengelola dan mengarsipkan dokumen administratif terkait kegiatan pemasaran
- Menyiapkan materi promosi seperti brosur, katalog, dan presentasi
- Membuat dan memperbarui laporan penjualan, aktivitas promosi, dan kinerja marketing secara berkala
- Menginput dan memelihara data penjualan dalam sistem atau database perusahaan
- Menjadwalkan dan mengatur pertemuan, event, atau kegiatan promosi bersama tim marketing

Keahlian :
1. Menguasai Microsoft Office(Word,Excel,PowerPoint)
2. Mampu membuat laporan penjualan secara rapi dan sistematis
3. Terbiasa bekerja dengan data dan sistem database sederhana

Kualifikasi :
1. Pendidikan minimal SMA/SMK atau setara
2. Memiliki pengalaman di bidang terkait

Waktu Bekerja :
SENIN-JUMAT 09.00 - 18.00 / SABTU 10.00 - 16.00

Insentif :
- BONUS KOMISI
- LEMBURAN
- THR","['Microsoft Offeword', 'Excel', 'Powerpoint', 'Sales Reports', 'Simple Data Database Systems']",https://www.loker.id/pemasaran/komunikasi-pemasaran/marketing-lalalamp-denpasar.html
15718728,Staff Application Support,Marstech Global,Madiun,IT / Information Technology,Help Desk & IT Support,IT Support,Contract,Staff / Officer,,,1,1,5,1,1,1,1,0,0,2025-07-08 15:35:00,"Sebagai Application Support di Marstech, Anda akan menjadi garda terdepan dalam memastikan kepuasan pengguna aplikasi kami. Anda akan bertanggung jawab untuk memberikan dukungan teknis yang cepat dan efektif, membantu pengguna mengoptimalkan penggunaan aplikasi, serta berkontribusi pada peningkatan kualitas produk kami.

Tanggung Jawab Pekerjaan :
- Menganalisis, mendiagnosis, dan menyelesaikan masalah teknis atau bug yang dilaporkan oleh pengguna aplikasi.
- Memberikan dukungan langsung kepada pengguna melalui telepon, email, chat, atau sistem tiket.
- Merekam, melacak, dan mengelola semua permintaan dukungan dari pengguna menggunakan sistem helpdesk atau tiket.
- Mengidentifikasi masalah yang kompleks atau di luar cakupan dukungan langsung, lalu mengeskalasikannya ke tim pengembang atau tim teknis yang lebih senior untuk penanganan lebih lanjut.
- Membuat dan memperbarui dokumentasi teknis, FAQ (Frequently Asked Questions), panduan pengguna, atau artikel knowledge base untuk membantu pengguna menyelesaikan masalah sendiri.
- Memantau kinerja aplikasi dan sistem untuk mengidentifikasi potensi masalah sebelum dilaporkan oleh pengguna.
- Dalam beberapa kasus, membantu tim implementasi atau sales dalam memberikan pelatihan dasar kepada pengguna baru.
- Mengumpulkan umpan balik dari pengguna terkait fitur, bug, atau area peningkatan aplikasi, lalu menyampaikannya kepada tim pengembangan produk.

Keahlian :
- Memiliki Keterampilan di bidang IT (diutamakan)
- Memiliki pemahaman menggunakan Microsoft Office
- Bisa menggunakan Kendaraan bermotor

Kualifikasi :
- Pendidikan minimal  SMA/SMK Sederajat
- Mampu bekerja di dalam tim/individu
- Mempunyai SIM C
- Domisili Karesidenan Madiun

Waktu Bekerja :
Jam 8 s/d 17, Senin - Sabtu

Tunjangan :
Uang makan, transport, BPJS Kesehatan

Insentif :
Bonus per Project","['Skills', 'Field', 'Understanding', 'Microsoft Office', 'Motorized Vehicle']",https://www.loker.id/information-technology/help-desk-it-support/staff-application-support-marstech-global-madiun.html
